PANEL,KODE,JENIS_LAMPU,TIANG,KONDISI_TIANG,DESA/KEL,KECAMATAN,KABUPATEN,LATITUDE,LONGITUDE
518080454645,DS. BLNRJ 3B11,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190265,111.966261
518080454645,DS. BLNRJ 3B12,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190204,111.965940
518080454645,DS. BLNRJ 3B13,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190154,111.965660
518080454645,DS. BLNRJ 3B14,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190448,111.965644
518080454645,DS. BLNRJ 3B15,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190661,111.965629
518080454645,DS. BLNRJ 3B16,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190929,111.965596
518080454645,DS. BLNRJ 3B17,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190267,111.966517
518080454645,DS. BLNRJ 3B18,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190219,111.966810
518080454645,DS. BLNRJ 3B19,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190231,111.967012
518080454645,DS. BLNRJ 3B20,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190233,111.967229
518080454645,DS. BLNRJ 3B21,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190430,111.967228
518080454645,DS. BLNRJ 3B22,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190601,111.967223
518080454645,DS. BLNRJ 3B23,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.189911,111.967224
518080451033,DS. BLNRJ 4A1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191641,111.968038
518080451033,DS. BLNRJ 4A2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191452,111.968056
518080451033,DS. BLNRJ 4A3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191241,111.968080
518080451033,DS. BLNRJ 4A4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190948,111.968121
518080451033,DS. BLNRJ 4A5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190699,111.968149
518080451033,DS. BLNRJ 4A6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190766,111.967963
518080451033,DS. BLNRJ 4A7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190851,111.967746
518080451033,DS. BLNRJ 4A8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190887,111.967506
518080451033,DS. BLNRJ 4A9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.190938,111.967282
518080451033,DS. BLNRJ 4A10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191008,111.967012
518080451033,DS. BLNRJ 4A11,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191022,111.967696
518080451033,DS. BLNRJ 4A12,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191242,111.967660
518080451033,DS. BLNRJ 4A13,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191499,111.967359
518080451033,DS. BLNRJ 4A14,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191499,111.967359
518080451033,DS. BLNRJ 4A15,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191614,111.967885
518080451033,DS. BLNRJ 4A16,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191668,111.968326
518080451033,DS. BLNRJ 4A17,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191715,111.968535
518080451033,DS. BLNRJ 4B1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.191962,111.967992
518080451033,DS. BLNRJ 4B2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192258,111.967963
518080451033,DS. BLNRJ 4B3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192507,111.967920
518080451033,DS. BLNRJ 4B4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192362,111.967673
518080451033,DS. BLNRJ 4B5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192305,111.967431
518080451033,DS. BLNRJ 4B6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192439,111.968191
518080451033,DS. BLNRJ 4B7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192467,111.968467
518080451033,DS. BLNRJ 4B8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192504,111.968783
518080451033,DS. BLNRJ 4B9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192476,111.969073
518080451033,DS. BLNRJ 4B10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Balenrejo,Balen ,Bojonegoro,-7.192302,111.969113
518011747247,DS. BULU 1A1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.157221,111.976742
518011747247,DS. BULU 1A2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.157500,111.976684
518011747247,DS. BULU 1A3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.157826,111.976603
518011747247,DS. BULU 1A4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.158087,111.976538
518011747247,DS. BULU 1A5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.158350,111.976494
518011747247,DS. BULU 1A6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.158602,111.976425
518011747247,DS. BULU 1A7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.158934,111.976353
518011747247,DS. BULU 1A8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.159219,111.976343
518011747247,DS. BULU 1A9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.159513,111.976334
518011747247,DS. BULU 1A10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.159815,111.976322
518011747247,DS. BULU 1A11,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.159958,111.976326
518011747247,DS. BULU 1A12,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.160101,111.976146
518011747247,DS. BULU 1A13,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.160274,111.975964
518011747247,DS. BULU 1A14,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.160464,111.975780
518011747247,DS. BULU 1A15,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.160687,111.975652
518011747247,DS. BULU 1A16,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.160943,111.975530
518011747247,DS. BULU 1A17,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.161168,111.975423
518011747247,DS. BULU 1A18,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.161417,111.975308
518011747247,DS. BULU 1A19,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.161702,111.975185
518011747247,DS. BULU 1A20,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.161982,111.975058
518011747247,DS. BULU 1A21,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.162280,111.974927
518011747247,DS. BULU 1A22,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.162559,111.974803
518011747247,DS. BULU 1A23,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.162835,111.974746
518011747247,DS. BULU 1A24,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.163154,111.974698
518011747247,DS. BULU 1A25,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.163137,111.974420
518011747247,DS. BULU 1A26,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.163144,111.974142
518011747247,DS. BULU 1A27,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.163137,111.974420
518011747247,DS. BULU 1A28,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Bulu,Balen ,Bojonegoro,-7.163144,111.974142
DS. KABUNAN 1,DS. KABUNAN 1A1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204463,111.936491
DS. KABUNAN 1,DS. KABUNAN 1A2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204444,111.936177
DS. KABUNAN 1,DS. KABUNAN 1A3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204348,111.935931
DS. KABUNAN 1,DS. KABUNAN 1A4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204294,111.935628
DS. KABUNAN 1,DS. KABUNAN 1A5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204262,111.935329
DS. KABUNAN 1,DS. KABUNAN 1A6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204084,111.935354
DS. KABUNAN 1,DS. KABUNAN 1A7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203894,111.935368
DS. KABUNAN 1,DS. KABUNAN 1A8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203588,111.935348
DS. KABUNAN 1,DS. KABUNAN 1A9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203612,111.935622
DS. KABUNAN 1,DS. KABUNAN 1A10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203707,111.935884
DS. KABUNAN 1,DS. KABUNAN 1A11,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203770,111.936146
DS. KABUNAN 1,DS. KABUNAN 1A12,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203874,111.936415
DS. KABUNAN 1,DS. KABUNAN 1A13,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203938,111.936610
DS. KABUNAN 1,DS. KABUNAN 1A14,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203312,111.935401
DS. KABUNAN 1,DS. KABUNAN 1A15,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203083,111.935417
DS. KABUNAN 1,DS. KABUNAN 1A16,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202870,111.935490
DS. KABUNAN 1,DS. KABUNAN 1A17,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202951,111.935726
DS. KABUNAN 1,DS. KABUNAN 1A18,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203013,111.935973
DS. KABUNAN 1,DS. KABUNAN 1A19,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202985,111.936251
DS. KABUNAN 1,DS. KABUNAN 1A20,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203016,111.936506
DS. KABUNAN 1,DS. KABUNAN 1A21,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.203053,111.936769
DS. KABUNAN 1,DS. KABUNAN 1A22,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202763,111.935295
DS. KABUNAN 1,DS. KABUNAN 1A23,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202606,111.935013
DS. KABUNAN 1,DS. KABUNAN 1A24,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202445,111.934704
DS. KABUNAN 1,DS. KABUNAN 1A25,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202230,111.934712
DS. KABUNAN 1,DS. KABUNAN 1A26,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.202127,111.934475
DS. KABUNAN 1,DS. KABUNAN 1A27,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.201902,111.934234
518013745804,DS. KABUNAN 2A1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204694,111.933882
518013745804,DS. KABUNAN 2A2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204719,111.934143
518013745804,DS. KABUNAN 2A3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204737,111.934399
518013745804,DS. KABUNAN 2A4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204850,111.934653
518013745804,DS. KABUNAN 2A5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204875,111.934924
518013745804,DS. KABUNAN 2A6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204913,111.935133
518013745804,DS. KABUNAN 2A7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205007,111.935454
518013745804,DS. KABUNAN 2A8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.20511,111.935691
518013745804,DS. KABUNAN 2A9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205236,111.935959
518013745804,DS. KABUNAN 2A10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205383,111.936142
518013745804,DS. KABUNAN 2B1,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204565,111.933552
518013745804,DS. KABUNAN 2B2,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204462,111.933335
518013745804,DS. KABUNAN 2B3,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204368,111.933145
518013745804,DS. KABUNAN 2B4,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204249,111.932919
518013745804,DS. KABUNAN 2B5,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204639,111.933008
518013745804,DS. KABUNAN 2B6,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.204877,111.933019
518013745804,DS. KABUNAN 2B7,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205142,111.932941
518013745804,DS. KABUNAN 2B8,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205364,111.932855
518013745804,DS. KABUNAN 2B9,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205270,111.932602
518013745804,DS. KABUNAN 2B10,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205674,111.932720
518013745804,DS. KABUNAN 2B11,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205690,111.932984
518013745804,DS. KABUNAN 2B12,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205755,111.933269
518013745804,DS. KABUNAN 2B13,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205862,111.933451
518013745804,DS. KABUNAN 2B14,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.205949,111.933712
518013745804,DS. KABUNAN 2B15,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.206046,111.933920
518013745804,DS. KABUNAN 2B16,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.206255,111.934116
518013745804,DS. KABUNAN 2B17,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.206207,111.934390
518013745804,DS. KABUNAN 2B18,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.206053,111.934639
518013745804,DS. KABUNAN 2B19,LED,STAINLESS STEEL 5M,KONDISI TIANG PJU BAIK,Kabunan ,Balen ,Bojonegoro,-7.206132,111.934868
